"bytes","date_uk","error","http_status","notes","output_path","query","record_count","retrieved_at_uk","retrieved_at_utc","run_ts","sha256","source_name","source_type","status","url"
"68132","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/watch_data.gov.uk_incinerator_search_20260526T140041Z.html","data.gov.uk incinerator search","1","2026-05-26T15:02:53.727327+01:00","2026-05-26T14:02:53.727327+00:00","20260526T140041Z","72e403abc843994b337f467c3d9f73e1650ae4ea08e44fae047ebc505f996821","data.gov.uk incinerator search","official_watch_url","ok","https://www.data.gov.uk/search?q=incinerator+annual+monitoring+reporting"
"145152","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/06_official_filings/raw/watch_Veolia_UK_20260526T140041Z.html","Veolia UK","1","2026-05-26T15:02:54.202867+01:00","2026-05-26T14:02:54.202867+00:00","20260526T140041Z","72250107600cea1b606ee516946da083437cfe4cacb544a43c0e3ab21cf75900","Veolia UK","official_watch_url","ok","https://www.veolia.co.uk/"
"763277","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/07_satellite_cdse/raw/copernicus_odata_L2__NO2____20260526T140041Z.json","L2__NO2___","50","2026-05-26T15:02:56.660388+01:00","2026-05-26T14:02:56.660388+00:00","20260526T140041Z","172a350f75665274b84a5c123addc17152fda6267aedabc06e37e07ee854e901","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__NO2___%27%29+and+ContentDate%2FStart+ge+2024-07-29T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-05T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763881","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/07_satellite_cdse/raw/copernicus_odata_L2__SO2____20260526T140041Z.json","L2__SO2___","50","2026-05-26T15:02:59.420264+01:00","2026-05-26T14:02:59.420264+00:00","20260526T140041Z","8b051cd6e525543289f6987c79545e55fb5f32bf6b4f946d23c0e10233e3252f","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__SO2___%27%29+and+ContentDate%2FStart+ge+2024-07-29T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-05T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763507","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/07_satellite_cdse/raw/copernicus_odata_L2__CO_____20260526T140041Z.json","L2__CO____","50","2026-05-26T15:03:02.029192+01:00","2026-05-26T14:03:02.029192+00:00","20260526T140041Z","328f65385d8cd8440ddfd4b128da1d968b819f6c8c1f5d3a54d910322b388628","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__CO____%27%29+and+ContentDate%2FStart+ge+2024-07-29T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-05T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763281","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/07_satellite_cdse/raw/copernicus_odata_L2__HCHO___20260526T140041Z.json","L2__HCHO__","50","2026-05-26T15:03:03.848740+01:00","2026-05-26T14:03:03.848740+00:00","20260526T140041Z","3ba6e2e176f48c78a1988c634cfa46a65d6744db08c92263aac01469d3e0f11a","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__HCHO__%27%29+and+ContentDate%2FStart+ge+2024-07-29T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-05T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763281","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/07_satellite_cdse/raw/copernicus_odata_L2__O3_____20260526T140041Z.json","L2__O3____","50","2026-05-26T15:03:06.185371+01:00","2026-05-26T14:03:06.185371+00:00","20260526T140041Z","679b9bcef391bf53bb43219e59e3854bc1435714f2dcecb22e0151ff05caa115","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__O3____%27%29+and+ContentDate%2FStart+ge+2024-07-29T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-05T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763457","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/07_satellite_cdse/raw/copernicus_odata_L2__CH4____20260526T140041Z.json","L2__CH4___","50","2026-05-26T15:03:09.954681+01:00","2026-05-26T14:03:09.954681+00:00","20260526T140041Z","a1ba09e4a88fffff7ebdf7acc6b8d498fdd00a836eb277ddfc0c656ed4bb6913","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__CH4___%27%29+and+ContentDate%2FStart+ge+2024-07-29T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-05T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763281","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/07_satellite_cdse/raw/copernicus_odata_L2__AER_AI_20260526T140041Z.json","L2__AER_AI","50","2026-05-26T15:03:13.313365+01:00","2026-05-26T14:03:13.313365+00:00","20260526T140041Z","8aa052d550b576750e2e07f6ba71277fb2b11766855300eeb665a39aed144e5c","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__AER_AI%27%29+and+ContentDate%2FStart+ge+2024-07-29T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-05T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"66","26/05/2026","ModuleNotFoundError(""No module named 'google'"")","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/08_gdrive_snapshot/gdrive_error.json","recursive","0","2026-05-26T15:03:13.315681+01:00","2026-05-26T14:03:13.315681+00:00","20260526T140041Z","5d5bbf34bbf69544a3e8079a690b257b86ed5f903547d764571c19cb08d6f08e","Google Drive recursive inventory","gdrive","error","gdrive://1UispumJuq2oBoX7foyv1ckGwSHGMtz20"
"1329","26/05/2026","","200","metadata-only AI summary; no raw evidence or secrets","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-29_2024-08-05/14_ai/gemini_summary.json","metadata_summary","1","2026-05-26T15:03:17.860418+01:00","2026-05-26T14:03:17.860418+00:00","20260526T140041Z","cb6e309c58bc405dd26e687a617785c7f886d3b8cdc4dd426227a8602ebe2e11","Gemini neutral metadata summary","ai_summary","ok","https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent?key=%2A%2A%2AREDACTED%2A%2A%2A"
