"bytes","date_uk","error","http_status","notes","output_path","query","record_count","retrieved_at_uk","retrieved_at_utc","run_ts","sha256","source_name","source_type","status","url"
"145152","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/06_official_filings/raw/watch_Veolia_UK_20260526T140525Z.html","Veolia UK","1","2026-05-26T15:07:39.878459+01:00","2026-05-26T14:07:39.878459+00:00","20260526T140525Z","72250107600cea1b606ee516946da083437cfe4cacb544a43c0e3ab21cf75900","Veolia UK","official_watch_url","ok","https://www.veolia.co.uk/"
"763441","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/07_satellite_cdse/raw/copernicus_odata_L2__NO2____20260526T140525Z.json","L2__NO2___","50","2026-05-26T15:07:42.381885+01:00","2026-05-26T14:07:42.381885+00:00","20260526T140525Z","92726be93d72df3b8b6496cd5eef452b5c3ffefc23d1a68d6c1542918bb9f6a3","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__NO2___%27%29+and+ContentDate%2FStart+ge+2024-08-12T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-19T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"760792","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/07_satellite_cdse/raw/copernicus_odata_L2__SO2____20260526T140525Z.json","L2__SO2___","50","2026-05-26T15:07:45.331145+01:00","2026-05-26T14:07:45.331145+00:00","20260526T140525Z","348b9385dcd56c2b7398c1b80c15edb29af1327665e985929f30d893bbd964f5","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__SO2___%27%29+and+ContentDate%2FStart+ge+2024-08-12T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-19T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763712","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/07_satellite_cdse/raw/copernicus_odata_L2__CO_____20260526T140525Z.json","L2__CO____","50","2026-05-26T15:07:48.695617+01:00","2026-05-26T14:07:48.695617+00:00","20260526T140525Z","ea28ddc19423fc6e89aa8c158aea7df303a8367ecbabbc9b02cee87733316b71","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__CO____%27%29+and+ContentDate%2FStart+ge+2024-08-12T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-19T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763441","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/07_satellite_cdse/raw/copernicus_odata_L2__HCHO___20260526T140525Z.json","L2__HCHO__","50","2026-05-26T15:07:50.681206+01:00","2026-05-26T14:07:50.681206+00:00","20260526T140525Z","807c33f31922dffbb4fe6f68b2bcd6b3ba90d86a24ea133fc81d75c9baa40a14","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__HCHO__%27%29+and+ContentDate%2FStart+ge+2024-08-12T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-19T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763441","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/07_satellite_cdse/raw/copernicus_odata_L2__O3_____20260526T140525Z.json","L2__O3____","50","2026-05-26T15:07:53.113696+01:00","2026-05-26T14:07:53.113696+00:00","20260526T140525Z","c822010673513407a2e62c42142cd95d7c97a10b7c434f05353924b03a71f74c","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__O3____%27%29+and+ContentDate%2FStart+ge+2024-08-12T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-19T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763662","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/07_satellite_cdse/raw/copernicus_odata_L2__CH4____20260526T140525Z.json","L2__CH4___","50","2026-05-26T15:07:54.591489+01:00","2026-05-26T14:07:54.591489+00:00","20260526T140525Z","7d8a56c7aa5cce2912e755cc7513b59fb1f0e827224b2aea834c01fb03aacdaf","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__CH4___%27%29+and+ContentDate%2FStart+ge+2024-08-12T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-19T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"763441","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/07_satellite_cdse/raw/copernicus_odata_L2__AER_AI_20260526T140525Z.json","L2__AER_AI","50","2026-05-26T15:07:56.540426+01:00","2026-05-26T14:07:56.540426+00:00","20260526T140525Z","1c4ac019939ea863c5aca2c5365a32db54480c12db33903ae1d4c698e94fca12","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__AER_AI%27%29+and+ContentDate%2FStart+ge+2024-08-12T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-08-19T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"66","26/05/2026","ModuleNotFoundError(""No module named 'google'"")","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/08_gdrive_snapshot/gdrive_error.json","recursive","0","2026-05-26T15:07:56.542859+01:00","2026-05-26T14:07:56.542859+00:00","20260526T140525Z","5d5bbf34bbf69544a3e8079a690b257b86ed5f903547d764571c19cb08d6f08e","Google Drive recursive inventory","gdrive","error","gdrive://1UispumJuq2oBoX7foyv1ckGwSHGMtz20"
"1383","26/05/2026","","200","metadata-only AI summary; no raw evidence or secrets","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-12_2024-08-19/14_ai/gemini_summary.json","metadata_summary","1","2026-05-26T15:08:01.070043+01:00","2026-05-26T14:08:01.070043+00:00","20260526T140525Z","c9c5b56d8695076469a365308a1f4802d7a9d164ffd96df1c535f30a3ae20b85","Gemini neutral metadata summary","ai_summary","ok","https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent?key=%2A%2A%2AREDACTED%2A%2A%2A"
