"bytes","date_uk","error","http_status","notes","output_path","query","record_count","retrieved_at_uk","retrieved_at_utc","run_ts","sha256","source_name","source_type","status","url"
"68132","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/06_official_filings/raw/watch_data.gov.uk_incinerator_search_20260526T135749Z.html","data.gov.uk incinerator search","1","2026-05-26T15:00:14.750460+01:00","2026-05-26T14:00:14.750460+00:00","20260526T135749Z","6685c58c1f573e44adf8447eeb2e5064c752650ae97647205322835db8166707","data.gov.uk incinerator search","official_watch_url","ok","https://www.data.gov.uk/search?q=incinerator+annual+monitoring+reporting"
"145152","26/05/2026","","200","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/06_official_filings/raw/watch_Veolia_UK_20260526T135749Z.html","Veolia UK","1","2026-05-26T15:00:15.643193+01:00","2026-05-26T14:00:15.643193+00:00","20260526T135749Z","72250107600cea1b606ee516946da083437cfe4cacb544a43c0e3ab21cf75900","Veolia UK","official_watch_url","ok","https://www.veolia.co.uk/"
"761601","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/07_satellite_cdse/raw/copernicus_odata_L2__NO2____20260526T135749Z.json","L2__NO2___","50","2026-05-26T15:00:19.808877+01:00","2026-05-26T14:00:19.808877+00:00","20260526T135749Z","c874d367e69ec4bf05131f207ee4f9b474634476e00a892f891aa7622bf9f2fa","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__NO2___%27%29+and+ContentDate%2FStart+ge+2024-07-22T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-07-29T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"760853","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/07_satellite_cdse/raw/copernicus_odata_L2__SO2____20260526T135749Z.json","L2__SO2___","50","2026-05-26T15:00:22.218426+01:00","2026-05-26T14:00:22.218426+00:00","20260526T135749Z","6bfba62fccb8e22b8417187ac0dfcf167be848a492d3a86df0a015004aea14d0","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__SO2___%27%29+and+ContentDate%2FStart+ge+2024-07-22T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-07-29T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"761810","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/07_satellite_cdse/raw/copernicus_odata_L2__CO_____20260526T135749Z.json","L2__CO____","50","2026-05-26T15:00:24.112502+01:00","2026-05-26T14:00:24.112502+00:00","20260526T135749Z","0df4527eee6dcabef0858ec029cfec4ac5256c6a0e4917cd4ff22c7eb18ed603","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__CO____%27%29+and+ContentDate%2FStart+ge+2024-07-22T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-07-29T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"761601","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/07_satellite_cdse/raw/copernicus_odata_L2__HCHO___20260526T135749Z.json","L2__HCHO__","50","2026-05-26T15:00:27.470351+01:00","2026-05-26T14:00:27.470351+00:00","20260526T135749Z","9657ca75d36c2a17ca2c8a5531446536145fd32105530017d431f80c282f57f7","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__HCHO__%27%29+and+ContentDate%2FStart+ge+2024-07-22T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-07-29T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"761601","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/07_satellite_cdse/raw/copernicus_odata_L2__O3_____20260526T135749Z.json","L2__O3____","50","2026-05-26T15:00:29.580860+01:00","2026-05-26T14:00:29.580860+00:00","20260526T135749Z","dddd1d98d830f9e50758aca62568c45a62e4e505f7654a1cb6efc6e27fa113a2","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__O3____%27%29+and+ContentDate%2FStart+ge+2024-07-22T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-07-29T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"761760","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/07_satellite_cdse/raw/copernicus_odata_L2__CH4____20260526T135749Z.json","L2__CH4___","50","2026-05-26T15:00:33.838894+01:00","2026-05-26T14:00:33.838894+00:00","20260526T135749Z","4af57dd61eabfc9012bc4cb5a7b97f35987c7da54797bbe94151f91940e2c17c","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__CH4___%27%29+and+ContentDate%2FStart+ge+2024-07-22T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-07-29T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"761601","26/05/2026","","200","catalogue only; not pollutant extraction","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/07_satellite_cdse/raw/copernicus_odata_L2__AER_AI_20260526T135749Z.json","L2__AER_AI","50","2026-05-26T15:00:35.688541+01:00","2026-05-26T14:00:35.688541+00:00","20260526T135749Z","5f3445b09b5559d9158417335559a629a71932a62ec5d57b00495eb68cb6d54e","Copernicus Data Space OData product search","satellite_metadata","ok","https://catalogue.dataspace.copernicus.eu/odata/v1/Products?%24filter=contains%28Name%2C%27S5P%27%29+and+contains%28Name%2C%27L2__AER_AI%27%29+and+ContentDate%2FStart+ge+2024-07-22T00%3A00%3A00.000Z+and+ContentDate%2FStart+le+2024-07-29T23%3A59%3A59.000Z&%24top=50&%24orderby=ContentDate%2FStart+desc"
"66","26/05/2026","ModuleNotFoundError(""No module named 'google'"")","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/08_gdrive_snapshot/gdrive_error.json","recursive","0","2026-05-26T15:00:35.690877+01:00","2026-05-26T14:00:35.690877+00:00","20260526T135749Z","5d5bbf34bbf69544a3e8079a690b257b86ed5f903547d764571c19cb08d6f08e","Google Drive recursive inventory","gdrive","error","gdrive://1UispumJuq2oBoX7foyv1ckGwSHGMtz20"
"1704","26/05/2026","","200","metadata-only AI summary; no raw evidence or secrets","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-07-22_2024-07-29/14_ai/gemini_summary.json","metadata_summary","1","2026-05-26T15:00:41.352823+01:00","2026-05-26T14:00:41.352823+00:00","20260526T135749Z","33bb01e0738ba61e98796dac7f6732e067de751997eee9f89f209b24b98c0e0f","Gemini neutral metadata summary","ai_summary","ok","https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent?key=%2A%2A%2AREDACTED%2A%2A%2A"
